平地,9 
有望な信徒,4
稲妻の一撃,4
熊野と渇苛斬の対峙,4
火遊び,4
血に飢えた敵対者,4
山,11
轟く雷獣,4
剛胆な敵対者,4
粗暴な聖戦士,4
日の出の騎兵,4
日没の道,4
